email,street,city,order_date,delivery_date,status,total_item,total_display_price,total_warehouse_price,total_discounted_price,is_active,order_created_at,order_updated_at,order_deleted_at
"userdefault@gmail.com","24 Đoàn Phú Tứ, Liên Chiểu","Đà Nẵng","2024-01-15","2024-01-22","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-01-15","2024-01-15","2024-01-15"
"userdefault@gmail.com","24 Đoàn Phú Tứ, Liên Chiểu","Đà Nẵng","2024-01-16","2024-01-23","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-01-16","2024-01-16","2024-01-16"
"userdefault@gmail.com","24 Đoàn Phú Tứ, Liên Chiểu","Đà Nẵng","2024-01-17","2024-01-24","ORDER-DELIVERED",4,2000000,1600000,1800000,false,"2024-01-17","2024-01-17","2024-01-17"
"userdefault@gmail.com","24 Đoàn Phú Tứ, Liên Chiểu","Đà Nẵng","2024-01-18","2024-01-25","ORDER-DELIVERED",5,2500000,2000000,2250000,false,"2024-01-18","2024-01-18","2024-01-18"
"userdefault@gmail.com","24 Đoàn Phú Tứ, Liên Chiểu","Đà Nẵng","2024-01-20","2024-01-27","ORDER-DELIVERED",1,500000,400000,450000,false,"2024-01-20","2024-01-20","2024-01-20"
"userdefault@gmail.com","24 Đoàn Phú Tứ, Liên Chiểu","Đà Nẵng","2024-01-21","2024-01-28","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-01-21","2024-01-21","2024-01-21"
"userdefault@gmail.com","24 Đoàn Phú Tứ, Liên Chiểu","Đà Nẵng","2024-01-22","2024-01-29","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-01-22","2024-01-22","2024-01-22"
"userdefault@gmail.com","24 Đoàn Phú Tứ, Liên Chiểu","Đà Nẵng","2024-01-23","2024-01-30","ORDER-DELIVERED",1,500000,400000,450000,false,"2024-01-23","2024-01-23","2024-01-23"
"userdefault@gmail.com","24 Đoàn Phú Tứ, Liên Chiểu","Đà Nẵng","2024-01-24","2024-01-31","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-01-24","2024-01-24","2024-01-24"
"userdefault@gmail.com","24 Đoàn Phú Tứ, Liên Chiểu","Đà Nẵng","2024-01-25","2024-02-01","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-01-25","2024-01-25","2024-01-25"
"userdefault@gmail.com","24 Đoàn Phú Tứ, Liên Chiểu","Đà Nẵng","2024-01-26","2024-02-02","ORDER-DELIVERED",4,2000000,1600000,1800000,false,"2024-01-26","2024-01-26","2024-01-26"
"userdefault@gmail.com","24 Đoàn Phú Tứ, Liên Chiểu","Đà Nẵng","2024-01-27","2024-02-03","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-01-27","2024-01-27","2024-01-27"
"userdefault@gmail.com","24 Đoàn Phú Tứ, Liên Chiểu","Đà Nẵng","2024-01-28","2024-02-04","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-01-28","2024-01-28","2024-01-28"
"userdefault@gmail.com","24 Đoàn Phú Tứ, Liên Chiểu","Đà Nẵng","2024-01-29","2024-02-05","ORDER-DELIVERED",1,500000,400000,450000,false,"2024-01-29","2024-01-29","2024-01-29"
"userdefault@gmail.com","24 Đoàn Phú Tứ, Liên Chiểu","Đà Nẵng","2024-01-30","2024-02-06","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-01-30","2024-01-30","2024-01-30"
"userdefault@gmail.com","24 Đoàn Phú Tứ, Liên Chiểu","Đà Nẵng","2024-01-31","2024-02-07","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-01-31","2024-01-31","2024-01-31"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-01","2024-02-08","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-02-01","2024-02-01","2024-02-01"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-02","2024-02-09","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-02-02","2024-02-02","2024-02-02"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-03","2024-02-10","ORDER-DELIVERED",4,2000000,1600000,1800000,false,"2024-02-03","2024-02-03","2024-02-03"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-04","2024-02-11","ORDER-DELIVERED",5,2500000,2000000,2250000,false,"2024-02-04","2024-02-04","2024-02-04"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-05","2024-02-12","ORDER-DELIVERED",6,3000000,2400000,2700000,false,"2024-02-05","2024-02-05","2024-02-05"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-06","2024-02-13","ORDER-DELIVERED",7,3500000,2800000,3150000,false,"2024-02-06","2024-02-06","2024-02-06"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-07","2024-02-14","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-02-07","2024-02-07","2024-02-07"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-08","2024-02-15","ORDER-DELIVERED",4,2000000,1600000,1800000,false,"2024-02-08","2024-02-08","2024-02-08"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-09","2024-02-16","ORDER-DELIVERED",5,2500000,2000000,2250000,false,"2024-02-09","2024-02-09","2024-02-09"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-10","2024-02-17","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-02-10","2024-02-10","2024-02-10"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-11","2024-02-18","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-02-11","2024-02-11","2024-02-11"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-12","2024-02-19","ORDER-DELIVERED",7,3500000,2800000,3150000,false,"2024-02-12","2024-02-12","2024-02-12"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-13","2024-02-20","ORDER-DELIVERED",6,3000000,2400000,2700000,false,"2024-02-13","2024-02-13","2024-02-13"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-14","2024-02-21","ORDER-DELIVERED",1,500000,400000,450000,false,"2024-02-14","2024-02-14","2024-02-14"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-15","2024-02-22","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-02-15","2024-02-15","2024-02-15"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-16","2024-02-23","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-02-16","2024-02-16","2024-02-16"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-17","2024-02-24","ORDER-DELIVERED",4,2000000,1600000,1800000,false,"2024-02-17","2024-02-17","2024-02-17"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-18","2024-02-25","ORDER-DELIVERED",5,2500000,2000000,2250000,false,"2024-02-18","2024-02-18","2024-02-18"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-20","2024-02-27","ORDER-DELIVERED",1,500000,400000,450000,false,"2024-02-20","2024-02-20","2024-02-20"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-21","2024-02-28","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-02-21","2024-02-21","2024-02-21"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-22","2024-02-29","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-02-22","2024-02-22","2024-02-22"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-23","2024-03-01","ORDER-DELIVERED",1,500000,400000,450000,false,"2024-02-23","2024-02-23","2024-02-23"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-24","2024-03-02","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-02-24","2024-02-24","2024-02-24"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-25","2024-03-03","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-02-25","2024-02-25","2024-02-25"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-26","2024-03-04","ORDER-DELIVERED",4,2000000,1600000,1800000,false,"2024-02-26","2024-02-26","2024-02-26"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-27","2024-03-05","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-02-27","2024-02-27","2024-02-27"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-28","2024-03-06","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-02-28","2024-02-28","2024-02-28"
"userdefault@gmail.com","123 Nguyễn Văn Linh, Hải Châu","Đà Nẵng","2024-02-29","2024-03-07","ORDER-DELIVERED",1,500000,400000,450000,false,"2024-02-29","2024-02-29","2024-02-29"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-01","2024-03-08","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-03-01","2024-03-01","2024-03-01"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-02","2024-03-09","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-03-02","2024-03-02","2024-03-02"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-03","2024-03-10","ORDER-DELIVERED",4,2000000,1600000,1800000,false,"2024-03-03","2024-03-03","2024-03-03"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-04","2024-03-11","ORDER-DELIVERED",5,2500000,2000000,2250000,false,"2024-03-04","2024-03-04","2024-03-04"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-05","2024-03-12","ORDER-DELIVERED",6,3000000,2400000,2700000,false,"2024-03-05","2024-03-05","2024-03-05"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-06","2024-03-13","ORDER-DELIVERED",7,3500000,2800000,3150000,false,"2024-03-06","2024-03-06","2024-03-06"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-07","2024-03-14","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-03-07","2024-03-07","2024-03-07"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-08","2024-03-15","ORDER-DELIVERED",4,2000000,1600000,1800000,false,"2024-03-08","2024-03-08","2024-03-08"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-09","2024-03-16","ORDER-DELIVERED",5,2500000,2000000,2250000,false,"2024-03-09","2024-03-09","2024-03-09"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-10","2024-03-17","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-03-10","2024-03-10","2024-03-10"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-11","2024-03-18","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-03-11","2024-03-11","2024-03-11"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-12","2024-03-19","ORDER-DELIVERED",7,3500000,2800000,3150000,false,"2024-03-12","2024-03-12","2024-03-12"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-13","2024-03-20","ORDER-DELIVERED",6,3000000,2400000,2700000,false,"2024-03-13","2024-03-13","2024-03-13"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-14","2024-03-21","ORDER-DELIVERED",1,500000,400000,450000,false,"2024-03-14","2024-03-14","2024-03-14"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-15","2024-03-22","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-03-15","2024-03-15","2024-03-15"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-16","2024-03-23","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-03-16","2024-03-16","2024-03-16"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-17","2024-03-24","ORDER-DELIVERED",4,2000000,1600000,1800000,false,"2024-03-17","2024-03-17","2024-03-17"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-18","2024-03-25","ORDER-DELIVERED",5,2500000,2000000,2250000,false,"2024-03-18","2024-03-18","2024-03-18"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-20","2024-03-27","ORDER-DELIVERED",1,500000,400000,450000,false,"2024-03-20","2024-03-20","2024-03-20"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-21","2024-03-28","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-03-21","2024-03-21","2024-03-21"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-22","2024-03-29","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-03-22","2024-03-22","2024-03-22"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-23","2024-03-30","ORDER-DELIVERED",1,500000,400000,450000,false,"2024-03-23","2024-03-23","2024-03-23"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-24","2024-03-31","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-03-24","2024-03-24","2024-03-24"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-25","2024-04-01","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-03-25","2024-03-25","2024-03-25"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-26","2024-04-02","ORDER-DELIVERED",4,2000000,1600000,1800000,false,"2024-03-26","2024-03-26","2024-03-26"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-27","2024-04-03","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-03-27","2024-03-27","2024-03-27"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-28","2024-04-04","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-03-28","2024-03-28","2024-03-28"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-29","2024-04-05","ORDER-DELIVERED",1,500000,400000,450000,false,"2024-03-29","2024-03-29","2024-03-29"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-30","2024-04-06","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-03-30","2024-03-30","2024-03-30"
"userdefault@gmail.com","45 Lê Duẩn, Hải Châu","Đà Nẵng","2024-03-31","2024-04-07","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-03-31","2024-03-31","202
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-01","2024-04-08","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-04-01","2024-04-01","2024-04-01"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-02","2024-04-09","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-04-02","2024-04-02","2024-04-02"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-03","2024-04-10","ORDER-DELIVERED",4,2000000,1600000,1800000,false,"2024-04-03","2024-04-03","2024-04-03"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-04","2024-04-11","ORDER-DELIVERED",5,2500000,2000000,2250000,false,"2024-04-04","2024-04-04","2024-04-04"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-05","2024-04-12","ORDER-DELIVERED",6,3000000,2400000,2700000,false,"2024-04-05","2024-04-05","2024-04-05"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-06","2024-04-13","ORDER-DELIVERED",7,3500000,2800000,3150000,false,"2024-04-06","2024-04-06","2024-04-06"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-07","2024-04-14","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-04-07","2024-04-07","2024-04-07"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-08","2024-04-15","ORDER-DELIVERED",4,2000000,1600000,1800000,false,"2024-04-08","2024-04-08","2024-04-08"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-09","2024-04-16","ORDER-DELIVERED",5,2500000,2000000,2250000,false,"2024-04-09","2024-04-09","2024-04-09"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-10","2024-04-17","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-04-10","2024-04-10","2024-04-10"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-11","2024-04-18","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-04-11","2024-04-11","2024-04-11"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-12","2024-04-19","ORDER-DELIVERED",7,3500000,2800000,3150000,false,"2024-04-12","2024-04-12","2024-04-12"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-13","2024-04-20","ORDER-DELIVERED",6,3000000,2400000,2700000,false,"2024-04-13","2024-04-13","2024-04-13"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-14","2024-04-21","ORDER-DELIVERED",1,500000,400000,450000,false,"2024-04-14","2024-04-14","2024-04-14"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-15","2024-04-22","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-04-15","2024-04-15","2024-04-15"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-16","2024-04-23","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-04-16","2024-04-16","2024-04-16"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-17","2024-04-24","ORDER-DELIVERED",4,2000000,1600000,1800000,false,"2024-04-17","2024-04-17","2024-04-17"


// 17 -4
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-18","2024-04-25","ORDER-DELIVERED",5,2500000,2000000,2250000,false,"2024-04-18","2024-04-18","2024-04-18"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-20","2024-04-27","ORDER-DELIVERED",1,500000,400000,450000,false,"2024-04-20","2024-04-20","2024-04-20"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-21","2024-04-28","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-04-21","2024-04-21","2024-04-21"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-22","2024-04-29","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-04-22","2024-04-22
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-23","2024-04-30","ORDER-DELIVERED",1,500000,400000,450000,false,"2024-04-23","2024-04-23","2024-04-23"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-24","2024-05-01","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-04-24","2024-04-24","2024-04-24"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-25","2024-05-02","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-04-25","2024-04-25","2024-04-25"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-26","2024-05-03","ORDER-DELIVERED",4,2000000,1600000,1800000,false,"2024-04-26","2024-04-26","2024-04-26"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-27","2024-05-04","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-04-27","2024-04-27","2024-04-27"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-28","2024-05-05","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-04-28","2024-04-28","2024-04-28"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-29","2024-05-06","ORDER-DELIVERED",1,500000,400000,450000,false,"2024-04-29","2024-04-29","2024-04-29"
"userdefault@gmail.com","67 Trưng Nữ Vương, Hải Châu","Đà Nẵng","2024-04-30","2024-05-07","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-04-30","2024-04-30","2024-04-30"

// 5
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-01","2024-05-08","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-05-01","2024-05-01","2024-05-01"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-02","2024-05-09","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-05-02","2024-05-02","2024-05-02"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-03","2024-05-10","ORDER-DELIVERED",4,2000000,1600000,1800000,false,"2024-05-03","2024-05-03","2024-05-03"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-04","2024-05-11","ORDER-DELIVERED",5,2500000,2000000,2250000,false,"2024-05-04","2024-05-04","2024-05-04"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-05","2024-05-12","ORDER-DELIVERED",6,3000000,2400000,2700000,false,"2024-05-05","2024-05-05","2024-05-05"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-06","2024-05-13","ORDER-DELIVERED",7,3500000,2800000,3150000,false,"2024-05-06","2024-05-06","2024-05-06"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-07","2024-05-14","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-05-07","2024-05-07","2024-05-07"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-08","2024-05-15","ORDER-DELIVERED",4,2000000,1600000,1800000,false,"2024-05-08","2024-05-08","2024-05-08"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-09","2024-05-16","ORDER-DELIVERED",5,2500000,2000000,2250000,false,"2024-05-09","2024-05-09","2024-05-09"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-10","2024-05-17","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-05-10","2024-05-10","2024-05-10"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-11","2024-05-18","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-05-11","2024-05-11","2024-05-11"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-12","2024-05-19","ORDER-DELIVERED",7,3500000,2800000,3150000,false,"2024-05-12","2024-05-12","2024-05-12"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-13","2024-05-20","ORDER-DELIVERED",6,3000000,2400000,2700000,false,"2024-05-13","2024-05-13","2024-05-13"
