email,ward,district,province,order_date,delivery_date,status,total_item,total_display_price,total_warehouse_price,total_discounted_price,is_active,order_created_at,order_updated_at,order_deleted_at
userdefault@gmail.com,Trưng Nữ Vương,Hải Châu,Đà Nẵng,2024-04-27 18:34:07,2024-05-04 18:34:07,ORDER-DELIVERED,1,44543000,9872000,29577000,True,2024-04-27 00:00:00,2024-04-27 00:00:00,2024-04-27 00:00:00
userdefault@gmail.com,Trưng Nữ Vương,Hải Châu,Đà Nẵng,2024-04-27 18:34:07,2024-05-04 18:34:07,ORDER-DELIVERED,1,44543000,9872000,29577000,True,2024-04-27 00:00:00,2024-04-27 00:00:00,2024-04-27 00:00:00
userdefault@gmail.com,Trưng Nữ Vương,Hải Châu,Đà Nẵng,2024-04-28 08:10:44,2024-05-01 08:10:44,ORDER-DELIVERED,3,47419000,15909000,42420000,True,2024-04-28 00:00:00,2024-04-28 00:00:00,2024-04-28 00:00:00
userdefault@gmail.com,Trưng Nữ Vương,Hải Châu,Đà Nẵng,2024-04-28 08:10:44,2024-05-01 08:10:44,ORDER-DELIVERED,3,47419000,15909000,42420000,True,2024-04-28 00:00:00,2024-04-28 00:00:00,2024-04-28 00:00:00
userdefault@gmail.com,Trưng Nữ Vương,Hải Châu,Đà Nẵng,2024-04-28 08:10:44,2024-05-01 08:10:44,ORDER-DELIVERED,3,47419000,15909000,42420000,True,2024-04-28 00:00:00,2024-04-28 00:00:00,2024-04-28 00:00:00
userdefault@gmail.com,Trưng Nữ Vương,Hải Châu,Đà Nẵng,2024-04-28 08:10:44,2024-05-01 08:10:44,ORDER-DELIVERED,3,47419000,15909000,42420000,True,2024-04-28 00:00:00,2024-04-28 00:00:00,2024-04-28 00:00:00
userdefault@gmail.com,Trưng Nữ Vương,Hải Châu,Đà Nẵng,2024-04-28 08:10:44,2024-05-01 08:10:44,ORDER-DELIVERED,3,47419000,15909000,42420000,True,2024-04-28 00:00:00,2024-04-28 00:00:00,2024-04-28 00:00:00
userdefault@gmail.com,Trưng Nữ Vương,Hải Châu,Đà Nẵng,2024-04-28 08:10:44,2024-05-01 08:10:44,ORDER-DELIVERED,3,47419000,15909000,42420000,True,2024-04-28 00:00:00,2024-04-28 00:00:00,2024-04-28 00:00:00
userdefault@gmail.com,Trưng Nữ Vương,Hải Châu,Đà Nẵng,2024-04-30 16:55:39,2024-05-07 16:55:39,ORDER-DELIVERED,3,46830000,19357000,24784000,True,2024-04-30 00:00:00,2024-04-30 00:00:00,2024-04-30 00:00:00
userdefault@gmail.com,Trưng Nữ Vương,Hải Châu,Đà Nẵng,2024-04-30 16:55:39,2024-05-07 16:55:39,ORDER-DELIVERED,3,46830000,19357000,24784000,True,2024-04-30 00:00:00,2024-04-30 00:00:00,2024-04-30 00:00:00
userdefault@gmail.com,Trưng Nữ Vương,Hải Châu,Đà Nẵng,2024-04-30 16:55:39,2024-05-07 16:55:39,ORDER-DELIVERED,3,46830000,19357000,24784000,True,2024-04-30 00:00:00,2024-04-30 00:00:00,2024-04-30 00:00:00
userdefault@gmail.com,Trưng Nữ Vương,Hải Châu,Đà Nẵng,2024-04-30 16:55:39,2024-05-07 16:55:39,ORDER-DELIVERED,3,46830000,19357000,24784000,True,2024-04-30 00:00:00,2024-04-30 00:00:00,2024-04-30 00:00:00
userdefault@gmail.com,Trưng Nữ Vương,Hải Châu,Đà Nẵng,2024-04-30 16:55:39,2024-05-07 16:55:39,ORDER-DELIVERED,3,46830000,19357000,24784000,True,2024-04-30 00:00:00,2024-04-30 00:00:00,2024-04-30 00:00:00
userdefault@gmail.com,Trưng Nữ Vương,Hải Châu,Đà Nẵng,2024-05-01 19:19:39,2024-05-05 19:19:39,ORDER-DELIVERED,10,46361000,9199000,23345000,True,2024-05-01 00:00:00,2024-05-01 00:00:00,2024-05-01 00:00:00
userdefault@gmail.com,Trưng Nữ Vương,Hải Châu,Đà Nẵng,2024-05-01 19:19:39,2024-05-05 19:19:39,ORDER-DELIVERED,10,46361000,9199000,23345000,True,2024-05-01 00:00:00,2024-05-01 00:00:00,2024-05-01 00:00:00
userdefault@gmail.com,Trưng Nữ Vương,Hải Châu,Đà Nẵng,2024-05-01 19:19:39,2024-05-05 19:19:39,ORDER-DELIVERED,10,46361000,9199000,23345000,True,2024-05-01 00:00:00,2024-05-01 00:00:00,2024-05-01 00:00:00
userdefault@gmail.com,Trưng Nữ Vương,Hải Châu,Đà Nẵng,2024-05-01 19:19:39,2024-05-05 19:19:39,ORDER-DELIVERED,10,46361000,9199000,23345000,True,2024-05-01 00:00:00,2024-05-01 00:00:00,2024-05-01 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-01 08:41:28,2024-05-02 08:41:28,ORDER-DELIVERED,4,36288000,17430000,24984000,True,2024-05-01 00:00:00,2024-05-01 00:00:00,2024-05-01 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-01 18:05:34,2024-05-05 18:05:34,ORDER-DELIVERED,3,42214000,11291000,36563000,True,2024-05-01 00:00:00,2024-05-01 00:00:00,2024-05-01 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-01 18:05:34,2024-05-05 18:05:34,ORDER-DELIVERED,3,42214000,11291000,36563000,True,2024-05-01 00:00:00,2024-05-01 00:00:00,2024-05-01 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-01 18:05:34,2024-05-05 18:05:34,ORDER-DELIVERED,3,42214000,11291000,36563000,True,2024-05-01 00:00:00,2024-05-01 00:00:00,2024-05-01 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-01 18:05:34,2024-05-05 18:05:34,ORDER-DELIVERED,3,42214000,11291000,36563000,True,2024-05-01 00:00:00,2024-05-01 00:00:00,2024-05-01 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-01 18:05:34,2024-05-05 18:05:34,ORDER-DELIVERED,3,42214000,11291000,36563000,True,2024-05-01 00:00:00,2024-05-01 00:00:00,2024-05-01 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-01 18:05:34,2024-05-05 18:05:34,ORDER-DELIVERED,3,42214000,11291000,36563000,True,2024-05-01 00:00:00,2024-05-01 00:00:00,2024-05-01 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-01 18:05:34,2024-05-05 18:05:34,ORDER-DELIVERED,3,42214000,11291000,36563000,True,2024-05-01 00:00:00,2024-05-01 00:00:00,2024-05-01 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-01 18:05:34,2024-05-05 18:05:34,ORDER-DELIVERED,3,42214000,11291000,36563000,True,2024-05-01 00:00:00,2024-05-01 00:00:00,2024-05-01 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-01 18:05:34,2024-05-05 18:05:34,ORDER-DELIVERED,3,42214000,11291000,36563000,True,2024-05-01 00:00:00,2024-05-01 00:00:00,2024-05-01 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-01 18:05:34,2024-05-05 18:05:34,ORDER-DELIVERED,3,42214000,11291000,36563000,True,2024-05-01 00:00:00,2024-05-01 00:00:00,2024-05-01 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-04 09:54:29,2024-05-06 09:54:29,ORDER-DELIVERED,1,47354000,30003000,40481000,True,2024-05-04 00:00:00,2024-05-04 00:00:00,2024-05-04 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-04 09:54:29,2024-05-06 09:54:29,ORDER-DELIVERED,1,47354000,30003000,40481000,True,2024-05-04 00:00:00,2024-05-04 00:00:00,2024-05-04 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-04 09:54:29,2024-05-06 09:54:29,ORDER-DELIVERED,1,47354000,30003000,40481000,True,2024-05-04 00:00:00,2024-05-04 00:00:00,2024-05-04 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-04 09:54:29,2024-05-06 09:54:29,ORDER-DELIVERED,1,47354000,30003000,40481000,True,2024-05-04 00:00:00,2024-05-04 00:00:00,2024-05-04 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-04 09:54:29,2024-05-06 09:54:29,ORDER-DELIVERED,1,47354000,30003000,40481000,True,2024-05-04 00:00:00,2024-05-04 00:00:00,2024-05-04 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-04 09:54:29,2024-05-06 09:54:29,ORDER-DELIVERED,1,47354000,30003000,40481000,True,2024-05-04 00:00:00,2024-05-04 00:00:00,2024-05-04 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-04 09:54:29,2024-05-06 09:54:29,ORDER-DELIVERED,1,47354000,30003000,40481000,True,2024-05-04 00:00:00,2024-05-04 00:00:00,2024-05-04 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-04 09:54:29,2024-05-06 09:54:29,ORDER-DELIVERED,1,47354000,30003000,40481000,True,2024-05-04 00:00:00,2024-05-04 00:00:00,2024-05-04 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-04 09:54:29,2024-05-06 09:54:29,ORDER-DELIVERED,1,47354000,30003000,40481000,True,2024-05-04 00:00:00,2024-05-04 00:00:00,2024-05-04 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-04 09:54:29,2024-05-06 09:54:29,ORDER-DELIVERED,1,47354000,30003000,40481000,True,2024-05-04 00:00:00,2024-05-04 00:00:00,2024-05-04 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-04 09:54:29,2024-05-06 09:54:29,ORDER-DELIVERED,1,47354000,30003000,40481000,True,2024-05-04 00:00:00,2024-05-04 00:00:00,2024-05-04 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-07 08:30:30,2024-05-14 08:30:30,ORDER-DELIVERED,3,34832000,15172000,16659000,True,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-07 08:30:30,2024-05-14 08:30:30,ORDER-DELIVERED,3,34832000,15172000,16659000,True,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-07 17:30:57,2024-05-09 17:30:57,ORDER-DELIVERED,10,27162000,9981000,19759000,True,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-07 17:30:57,2024-05-09 17:30:57,ORDER-DELIVERED,10,27162000,9981000,19759000,True,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-07 17:30:57,2024-05-09 17:30:57,ORDER-DELIVERED,10,27162000,9981000,19759000,True,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-07 17:30:57,2024-05-09 17:30:57,ORDER-DELIVERED,10,27162000,9981000,19759000,True,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-07 17:30:57,2024-05-09 17:30:57,ORDER-DELIVERED,10,27162000,9981000,19759000,True,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-07 17:30:57,2024-05-09 17:30:57,ORDER-DELIVERED,10,27162000,9981000,19759000,True,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-09 14:44:12,2024-05-16 14:44:12,ORDER-DELIVERED,9,48483000,9597000,26017000,True,2024-05-09 00:00:00,2024-05-09 00:00:00,2024-05-09 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-09 14:44:12,2024-05-16 14:44:12,ORDER-DELIVERED,9,48483000,9597000,26017000,True,2024-05-09 00:00:00,2024-05-09 00:00:00,2024-05-09 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-09 14:44:12,2024-05-16 14:44:12,ORDER-DELIVERED,9,48483000,9597000,26017000,True,2024-05-09 00:00:00,2024-05-09 00:00:00,2024-05-09 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-09 14:44:12,2024-05-16 14:44:12,ORDER-DELIVERED,9,48483000,9597000,26017000,True,2024-05-09 00:00:00,2024-05-09 00:00:00,2024-05-09 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-09 14:44:12,2024-05-16 14:44:12,ORDER-DELIVERED,9,48483000,9597000,26017000,True,2024-05-09 00:00:00,2024-05-09 00:00:00,2024-05-09 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-09 14:44:12,2024-05-16 14:44:12,ORDER-DELIVERED,9,48483000,9597000,26017000,True,2024-05-09 00:00:00,2024-05-09 00:00:00,2024-05-09 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-09 14:44:12,2024-05-16 14:44:12,ORDER-DELIVERED,9,48483000,9597000,26017000,True,2024-05-09 00:00:00,2024-05-09 00:00:00,2024-05-09 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-09 14:44:12,2024-05-16 14:44:12,ORDER-DELIVERED,9,48483000,9597000,26017000,True,2024-05-09 00:00:00,2024-05-09 00:00:00,2024-05-09 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-09 14:44:12,2024-05-16 14:44:12,ORDER-DELIVERED,9,48483000,9597000,26017000,True,2024-05-09 00:00:00,2024-05-09 00:00:00,2024-05-09 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-09 14:44:12,2024-05-16 14:44:12,ORDER-DELIVERED,9,48483000,9597000,26017000,True,2024-05-09 00:00:00,2024-05-09 00:00:00,2024-05-09 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-11 15:28:30,2024-05-14 15:28:30,ORDER-DELIVERED,4,15614000,8528000,9735000,True,2024-05-11 00:00:00,2024-05-11 00:00:00,2024-05-11 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-11 15:28:30,2024-05-14 15:28:30,ORDER-DELIVERED,4,15614000,8528000,9735000,True,2024-05-11 00:00:00,2024-05-11 00:00:00,2024-05-11 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-12 11:18:32,2024-05-19 11:18:32,ORDER-DELIVERED,10,44168000,15017000,24781000,True,2024-05-12 00:00:00,2024-05-12 00:00:00,2024-05-12 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-12 11:18:32,2024-05-19 11:18:32,ORDER-DELIVERED,10,44168000,15017000,24781000,True,2024-05-12 00:00:00,2024-05-12 00:00:00,2024-05-12 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-12 11:18:32,2024-05-19 11:18:32,ORDER-DELIVERED,10,44168000,15017000,24781000,True,2024-05-12 00:00:00,2024-05-12 00:00:00,2024-05-12 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-12 11:18:32,2024-05-19 11:18:32,ORDER-DELIVERED,10,44168000,15017000,24781000,True,2024-05-12 00:00:00,2024-05-12 00:00:00,2024-05-12 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-12 11:18:32,2024-05-19 11:18:32,ORDER-DELIVERED,10,44168000,15017000,24781000,True,2024-05-12 00:00:00,2024-05-12 00:00:00,2024-05-12 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-12 11:18:32,2024-05-19 11:18:32,ORDER-DELIVERED,10,44168000,15017000,24781000,True,2024-05-12 00:00:00,2024-05-12 00:00:00,2024-05-12 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-12 11:18:32,2024-05-19 11:18:32,ORDER-DELIVERED,10,44168000,15017000,24781000,True,2024-05-12 00:00:00,2024-05-12 00:00:00,2024-05-12 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-12 11:18:32,2024-05-19 11:18:32,ORDER-DELIVERED,10,44168000,15017000,24781000,True,2024-05-12 00:00:00,2024-05-12 00:00:00,2024-05-12 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-12 11:18:32,2024-05-19 11:18:32,ORDER-DELIVERED,10,44168000,15017000,24781000,True,2024-05-12 00:00:00,2024-05-12 00:00:00,2024-05-12 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-12 11:18:32,2024-05-19 11:18:32,ORDER-DELIVERED,10,44168000,15017000,24781000,True,2024-05-12 00:00:00,2024-05-12 00:00:00,2024-05-12 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-12 11:18:32,2024-05-19 11:18:32,ORDER-DELIVERED,10,44168000,15017000,24781000,True,2024-05-12 00:00:00,2024-05-12 00:00:00,2024-05-12 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-12 11:18:32,2024-05-19 11:18:32,ORDER-DELIVERED,10,44168000,15017000,24781000,True,2024-05-12 00:00:00,2024-05-12 00:00:00,2024-05-12 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-12 11:18:32,2024-05-19 11:18:32,ORDER-DELIVERED,10,44168000,15017000,24781000,True,2024-05-12 00:00:00,2024-05-12 00:00:00,2024-05-12 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-15 14:03:24,2024-05-18 14:03:24,ORDER-DELIVERED,6,30611000,15657000,28084000,True,2024-05-15 00:00:00,2024-05-15 00:00:00,2024-05-15 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-15 14:03:24,2024-05-18 14:03:24,ORDER-DELIVERED,6,30611000,15657000,28084000,True,2024-05-15 00:00:00,2024-05-15 00:00:00,2024-05-15 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-15 14:03:24,2024-05-18 14:03:24,ORDER-DELIVERED,6,30611000,15657000,28084000,True,2024-05-15 00:00:00,2024-05-15 00:00:00,2024-05-15 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-15 14:03:24,2024-05-18 14:03:24,ORDER-DELIVERED,6,30611000,15657000,28084000,True,2024-05-15 00:00:00,2024-05-15 00:00:00,2024-05-15 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-15 14:03:24,2024-05-18 14:03:24,ORDER-DELIVERED,6,30611000,15657000,28084000,True,2024-05-15 00:00:00,2024-05-15 00:00:00,2024-05-15 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-15 14:03:24,2024-05-18 14:03:24,ORDER-DELIVERED,6,30611000,15657000,28084000,True,2024-05-15 00:00:00,2024-05-15 00:00:00,2024-05-15 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-15 14:03:24,2024-05-18 14:03:24,ORDER-DELIVERED,6,30611000,15657000,28084000,True,2024-05-15 00:00:00,2024-05-15 00:00:00,2024-05-15 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-17 19:02:22,2024-05-22 19:02:22,ORDER-DELIVERED,5,42540000,26091000,34023000,True,2024-05-17 00:00:00,2024-05-17 00:00:00,2024-05-17 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-17 19:02:22,2024-05-22 19:02:22,ORDER-DELIVERED,5,42540000,26091000,34023000,True,2024-05-17 00:00:00,2024-05-17 00:00:00,2024-05-17 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-17 19:02:22,2024-05-22 19:02:22,ORDER-DELIVERED,5,42540000,26091000,34023000,True,2024-05-17 00:00:00,2024-05-17 00:00:00,2024-05-17 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-17 19:02:22,2024-05-22 19:02:22,ORDER-DELIVERED,5,42540000,26091000,34023000,True,2024-05-17 00:00:00,2024-05-17 00:00:00,2024-05-17 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-18 16:51:05,2024-05-25 16:51:05,ORDER-DELIVERED,3,37828000,12461000,17716000,True,2024-05-18 00:00:00,2024-05-18 00:00:00,2024-05-18 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-18 08:47:05,2024-05-21 08:47:05,ORDER-DELIVERED,7,47677000,19519000,36440000,True,2024-05-18 00:00:00,2024-05-18 00:00:00,2024-05-18 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-18 11:54:49,2024-05-19 11:54:49,ORDER-DELIVERED,9,39966000,15166000,20247000,True,2024-05-18 00:00:00,2024-05-18 00:00:00,2024-05-18 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-18 11:54:49,2024-05-19 11:54:49,ORDER-DELIVERED,9,39966000,15166000,20247000,True,2024-05-18 00:00:00,2024-05-18 00:00:00,2024-05-18 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-19 19:11:24,2024-05-22 19:11:24,ORDER-DELIVERED,10,42872000,9435000,15048000,True,2024-05-19 00:00:00,2024-05-19 00:00:00,2024-05-19 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-19 19:11:24,2024-05-22 19:11:24,ORDER-DELIVERED,10,42872000,9435000,15048000,True,2024-05-19 00:00:00,2024-05-19 00:00:00,2024-05-19 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-19 09:27:19,2024-05-22 09:27:19,ORDER-DELIVERED,7,44675000,10449000,12302000,True,2024-05-19 00:00:00,2024-05-19 00:00:00,2024-05-19 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-19 09:27:19,2024-05-22 09:27:19,ORDER-DELIVERED,7,44675000,10449000,12302000,True,2024-05-19 00:00:00,2024-05-19 00:00:00,2024-05-19 00:00:00
